name ID ob__vs_WT__p.val ob__vs_WT__p.adj significant ob__vs_WT__significant ob__vs_WT__ratio ob__centered WT__centered
247 Akr1c13 ENSMUSP00000021634 0.0486445567937121 0.868 FALSE FALSE -0.532 -0.266 0.266
248 Akr1c14 ENSMUSP00000112664 0.00325439594999411 0.727 FALSE FALSE -0.366 -0.183 0.183
249 Akr1c19 ENSMUSP00000112666 0.010403130776806 0.803 FALSE FALSE -0.317 -0.159 0.159
250 Akr1c20 ENSMUSP00000079232 6.64574091257012e-05 0.231 FALSE FALSE 0.745 0.373 -0.373
251 Akr1c6 ENSMUSP00000021630 2.17520282010713e-05 0.121 FALSE FALSE -0.687 -0.344 0.344
252 Akr1d1 ENSMUSP00000048830 6.27391732359947e-05 0.223 FALSE FALSE 0.805 0.402 -0.402
253 Akr1e1 ENSMUSP00000089459 0.00347737296882059 0.732 FALSE FALSE 0.97 0.485 -0.485
254 Akr7a5 ENSMUSP00000073459 0.736651896394015 0.933 FALSE FALSE 0.0457 0.0229 -0.0229
255 Alad ENSMUSP00000103068 0.0147585285383126 0.821 FALSE FALSE -0.43 -0.215 0.215
256 Alas1 ENSMUSP00000151891 0.25687556200777 0.912 FALSE FALSE -1.15 -0.577 0.577
257 Alb ENSMUSP00000031314 0.538527248677227 0.927 FALSE FALSE 0.113 0.0567 -0.0567
258 Alcam ENSMUSP00000129714 0.003455458790511 0.731 FALSE FALSE -1.09 -0.545 0.545
259 Aldh1a1 ENSMUSP00000153410 1.34162881627702e-05 0.0862 FALSE FALSE 0.828 0.414 -0.414
260 Aldh1l1 ENSMUSP00000114304 0.00878223679562964 0.794 FALSE FALSE 0.645 0.323 -0.323
261 Aldh2 ENSMUSP00000031411 0.55396696753088 0.928 FALSE FALSE 0.0639 0.032 -0.032
262 Aldh4a1 ENSMUSP00000043821 0.0336868773335285 0.856 FALSE FALSE 0.316 0.158 -0.158
263 Aldh5a1 ENSMUSP00000040591 0.718913192601724 0.933 FALSE FALSE -0.0465 -0.0232 0.0232
264 Aldh6a1 ENSMUSP00000082288 0.651554917670676 0.931 FALSE FALSE -0.0611 -0.0306 0.0306
265 Aldh7a1 ENSMUSP00000133372 0.666145851491699 0.931 FALSE FALSE -0.0506 -0.0253 0.0253
266 Aldh8a1 ENSMUSP00000038878 0.428244203531551 0.923 FALSE FALSE 0.151 0.0756 -0.0756
267 Aldh9a1 ENSMUSP00000028004 0.0866062520453948 0.886 FALSE FALSE 0.336 0.168 -0.168
268 Aldoa ENSMUSP00000101955 0.104008399495182 0.891 FALSE FALSE 0.466 0.233 -0.233
269 Aldob ENSMUSP00000029987 8.33188986582485e-05 0.262 FALSE FALSE 0.995 0.497 -0.497
270 Aldoc ENSMUSP00000099536 0.217999298965757 0.908 FALSE FALSE -0.6 -0.3 0.3
271 Alg5 ENSMUSP00000119260 0.936862171975515 0.938 FALSE FALSE 0.0551 0.0275 -0.0275
272 Alg9 ENSMUSP00000125425 0.439708321272159 0.923 FALSE FALSE -0.248 -0.124 0.124
273 Alyref ENSMUSP00000026125 0.000663142702365877 0.563 FALSE FALSE -0.712 -0.356 0.356
274 Amacr ENSMUSP00000066915 0.0679853160635265 0.879 FALSE FALSE -0.188 -0.0941 0.0941
275 Ambp ENSMUSP00000030041 0.84414019143484 0.936 FALSE FALSE -0.0248 -0.0124 0.0124
276 Amdhd1 ENSMUSP00000016034 0.0654544515309557 0.878 FALSE FALSE -0.22 -0.11 0.11
277 Ampd1 ENSMUSP00000088217 0.0044842859722299 0.751 FALSE FALSE -1.03 -0.513 0.513
278 Amt ENSMUSP00000035230 1.50794653275246e-05 0.0938 FALSE FALSE 0.741 0.37 -0.37
279 Angptl3 ENSMUSP00000030280 0.00667683495881953 0.778 FALSE FALSE 1.27 0.637 -0.637
280 Ank1 ENSMUSP00000116533 0.083100160509545 0.885 FALSE FALSE -0.527 -0.264 0.264
281 Ank3 ENSMUSP00000138356 0.173676952743236 0.903 FALSE FALSE 0.728 0.364 -0.364
282 Anp32a ENSMUSP00000082652 0.0131018505597999 0.815 FALSE FALSE -0.572 -0.286 0.286
283 Anp32e ENSMUSP00000142810 0.760638484287052 0.934 FALSE FALSE -0.105 -0.0524 0.0524
284 Anpep ENSMUSP00000103015 0.000118931699370341 0.315 FALSE FALSE 0.635 0.317 -0.317
285 Anxa1 ENSMUSP00000158429 0.0124772148457985 0.813 FALSE FALSE 0.54 0.27 -0.27
286 Anxa11 ENSMUSP00000022416 0.049754610232957 0.869 FALSE FALSE 0.254 0.127 -0.127
287 Anxa2 ENSMUSP00000034756 5.07902237517015e-06 0.0375 FALSE FALSE 0.971 0.485 -0.485
288 Anxa3 ENSMUSP00000031447 0.96294206539724 0.938 FALSE FALSE 0.0101 0.00506 -0.00506
289 Anxa4 ENSMUSP00000109305 0.00138130794923131 0.648 FALSE FALSE 0.591 0.296 -0.296
290 Anxa6 ENSMUSP00000099788 3.87961520767713e-05 0.167 FALSE FALSE 0.612 0.306 -0.306
291 Anxa7 ENSMUSP00000153669 0.00135899824066063 0.646 FALSE FALSE 0.469 0.235 -0.235
292 Aox1 ENSMUSP00000001027 0.000352114554124589 0.477 FALSE FALSE 0.885 0.442 -0.442
293 Aox2 ENSMUSP00000110006 1.4531610341087e-05 0.0914 FALSE FALSE -1.46 -0.73 0.73
294 Ap1b1 ENSMUSP00000009234 0.639173369315969 0.93 FALSE FALSE -0.149 -0.0743 0.0743
295 Ap1m1 ENSMUSP00000003117 0.973481726649126 0.939 FALSE FALSE 0.00804 0.00402 -0.00402
296 Ap2a1 ENSMUSP00000127497 0.91400752553456 0.937 FALSE FALSE -0.0227 -0.0113 0.0113
297 Ap2a2 ENSMUSP00000003038 0.725377712971767 0.933 FALSE FALSE -0.118 -0.0589 0.0589
298 Ap2b1 ENSMUSP00000070714 0.512649684630913 0.926 FALSE FALSE 0.44 0.22 -0.22
299 Ap2m1 ENSMUSP00000087477 0.0383116295713734 0.86 FALSE FALSE -0.784 -0.392 0.392
300 Ap2s1 ENSMUSP00000146195 0.0984983613779883 0.889 FALSE FALSE -0.785 -0.393 0.393
301 Ap3b1 ENSMUSP00000022196 0.73636109781066 0.933 FALSE FALSE -0.138 -0.0692 0.0692
302 Ap3d1 ENSMUSP00000020420 0.00180717564097872 0.675 FALSE FALSE 0.395 0.197 -0.197
303 Ap3m1 ENSMUSP00000153649 0.532185979854267 0.927 FALSE FALSE -0.399 -0.2 0.2
304 Apeh ENSMUSP00000080058 0.602664875371538 0.929 FALSE FALSE 0.121 0.0604 -0.0604
305 Apex1 ENSMUSP00000123148 0.0305281448267914 0.852 FALSE FALSE -0.226 -0.113 0.113
306 Api5 ENSMUSP00000028617 0.000311184742626433 0.459 FALSE FALSE -0.548 -0.274 0.274
307 Apip ENSMUSP00000011055 0.667660085607418 0.931 FALSE FALSE -0.0897 -0.0449 0.0449
308 Apoa1 ENSMUSP00000034588 0.470376079490819 0.924 FALSE FALSE -0.175 -0.0874 0.0874
309 Apoa2 ENSMUSP00000106953 0.00163617884004795 0.665 FALSE FALSE 0.792 0.396 -0.396
310 Apoa5 ENSMUSP00000113413 0.13123153173968 0.897 FALSE FALSE -0.398 -0.199 0.199
311 Apob ENSMUSP00000035761 0.136292665728087 0.898 FALSE FALSE 0.64 0.32 -0.32
312 Apoc1 ENSMUSP00000104091 8.94399258438766e-05 0.273 FALSE FALSE 0.674 0.337 -0.337
313 Apoc3 ENSMUSP00000113058 0.000531599395756498 0.534 FALSE FALSE 0.839 0.42 -0.42
314 Apoe ENSMUSP00000134160 0.927527850439052 0.938 FALSE FALSE 0.0455 0.0227 -0.0227
315 Apoh ENSMUSP00000000049 0.0571154810849366 0.874 FALSE FALSE 0.633 0.316 -0.316
316 Apoo ENSMUSP00000109529 0.121372434282549 0.895 FALSE FALSE 0.241 0.12 -0.12
317 Apool ENSMUSP00000026599 0.110772442078898 0.892 FALSE FALSE 0.131 0.0654 -0.0654
318 Aprt ENSMUSP00000006764 0.0256773959212539 0.845 FALSE FALSE -0.446 -0.223 0.223
319 Aqp1 ENSMUSP00000004774 0.0137987921781432 0.818 FALSE FALSE -0.784 -0.392 0.392
320 Aqp9 ENSMUSP00000109200 0.0463167940778917 0.867 FALSE FALSE -0.762 -0.381 0.381
321 Arcn1 ENSMUSP00000034607 0.774504145276073 0.934 FALSE FALSE 0.0272 0.0136 -0.0136
322 Arf1 ENSMUSP00000126120 0.0102279968183849 0.802 FALSE FALSE -0.592 -0.296 0.296
323 Arf4 ENSMUSP00000155713 0.26352711976223 0.913 FALSE FALSE -0.947 -0.474 0.474
324 Arf5 ENSMUSP00000127281 0.120246957698232 0.894 FALSE FALSE -0.275 -0.138 0.138
325 Arf6 ENSMUSP00000055862 0.000553265948798595 0.539 FALSE FALSE -0.643 -0.321 0.321
326 Arfgap1 ENSMUSP00000104488 0.765052438933369 0.934 FALSE FALSE -0.0508 -0.0254 0.0254
327 Arfgap2 ENSMUSP00000078920 0.876450809881664 0.937 FALSE FALSE -0.0211 -0.0106 0.0106
328 Arfgef2 ENSMUSP00000096677 0.0852553415493154 0.885 FALSE FALSE 0.666 0.333 -0.333
329 Arfip1 ENSMUSP00000122964 0.0316952362273693 0.853 FALSE FALSE 0.398 0.199 -0.199
330 Arg1 ENSMUSP00000020161 0.00524628982413229 0.762 FALSE FALSE -0.419 -0.209 0.209
331 Arglu1 ENSMUSP00000039493 0.0652912624141052 0.878 FALSE FALSE -0.402 -0.201 0.201
332 Arhgdia ENSMUSP00000101803 0.170580783188684 0.903 FALSE FALSE -0.197 -0.0987 0.0987
333 Arhgdib ENSMUSP00000107523 0.630484201879022 0.93 FALSE FALSE -0.0768 -0.0384 0.0384
334 Arl1 ENSMUSP00000111942 0.13010440343483 0.896 FALSE FALSE 0.523 0.261 -0.261
335 Arl3 ENSMUSP00000158118 0.96589777057315 0.939 FALSE FALSE 0.0105 0.00527 -0.00527
336 Arl6ip5 ENSMUSP00000041503 0.776458793522723 0.934 FALSE FALSE -0.0695 -0.0347 0.0347
337 Arl8b ENSMUSP00000145035 0.0920277072356876 0.887 FALSE FALSE -0.277 -0.138 0.138
338 Arpc1a ENSMUSP00000031625 0.153219667727594 0.9 FALSE FALSE -0.785 -0.392 0.392
339 Arpc1b ENSMUSP00000082822 0.00674275327251177 0.778 FALSE FALSE -1.17 -0.583 0.583
340 Arpc2 ENSMUSP00000109451 0.00344826301190632 0.731 FALSE FALSE -0.606 -0.303 0.303
341 Arpc3 ENSMUSP00000099584 0.0488768926756024 0.869 FALSE FALSE -0.371 -0.185 0.185
342 Arpc4 ENSMUSP00000114839 0.0140647780366998 0.819 FALSE FALSE -0.441 -0.221 0.221
343 Arpc5 ENSMUSP00000076933 0.0236367869740254 0.842 FALSE FALSE -0.292 -0.146 0.146
344 Arpp19 ENSMUSP00000132802 0.00169469076050483 0.669 FALSE FALSE 0.579 0.29 -0.29
345 As3mt ENSMUSP00000003655 0.000831250609668225 0.591 FALSE FALSE 0.897 0.449 -0.449
346 Asah1 ENSMUSP00000034000 0.00633841833964938 0.774 FALSE FALSE -0.569 -0.285 0.285
347 Asgr1 ENSMUSP00000121842 8.94225617785202e-06 0.0623 FALSE FALSE -0.883 -0.441 0.441
348 Asgr2 ENSMUSP00000136505 0.0545781319720087 0.872 FALSE FALSE -1.85 -0.927 0.927
349 Asl ENSMUSP00000124579 0.128118763678199 0.896 FALSE FALSE -0.322 -0.161 0.161
350 Asna1 ENSMUSP00000065337 0.279822275664014 0.914 FALSE FALSE -0.989 -0.495 0.495
351 Aspg ENSMUSP00000078369 9.68697174216932e-05 0.284 FALSE FALSE 2.36 1.18 -1.18
352 Asph ENSMUSP00000103977 0.123755805364414 0.895 FALSE FALSE -0.222 -0.111 0.111
353 Aspscr1 ENSMUSP00000128940 0.35040167019871 0.919 FALSE FALSE -0.133 -0.0664 0.0664
354 Asrgl1 ENSMUSP00000051709 8.88306615570537e-06 0.062 FALSE FALSE 1.7 0.848 -0.848
355 Ass1 ENSMUSP00000099904 0.332700811749787 0.917 FALSE FALSE -0.132 -0.0662 0.0662
356 Atad1 ENSMUSP00000157972 0.036153292616974 0.858 FALSE FALSE 0.336 0.168 -0.168
357 Atad3a ENSMUSP00000030903 0.438814932066642 0.923 FALSE FALSE -0.122 -0.061 0.061
358 Atg3 ENSMUSP00000023343 0.0160667641709484 0.825 FALSE FALSE 0.413 0.206 -0.206
359 Atg7 ENSMUSP00000138651 0.101903566777144 0.89 FALSE FALSE 0.246 0.123 -0.123
360 Atic ENSMUSP00000027384 0.412638014757511 0.922 FALSE FALSE -0.0863 -0.0431 0.0431
361 Atl2 ENSMUSP00000108056 0.00422228861233103 0.747 FALSE FALSE 0.796 0.398 -0.398
362 Atl3 ENSMUSP00000132619 0.0013219733866604 0.643 FALSE FALSE 0.502 0.251 -0.251
363 Atp11c ENSMUSP00000145778 0.000956832022651029 0.607 FALSE FALSE -0.783 -0.392 0.392
364 Atp1a1 ENSMUSP00000039657 0.72730512266301 0.933 FALSE FALSE -0.0772 -0.0386 0.0386
365 Atp1a2 ENSMUSP00000095072 0.930275916390149 0.938 FALSE FALSE -0.0255 -0.0128 0.0128
366 Atp1a4 ENSMUSP00000106874 0.786939923688665 0.934 FALSE FALSE 0.0622 0.0311 -0.0311
367 Atp1b1 ENSMUSP00000027863 0.00102665615972817 0.616 FALSE FALSE -0.441 -0.221 0.221
368 Atp1b3 ENSMUSP00000034983 0.000278876465018391 0.443 FALSE FALSE -0.706 -0.353 0.353
369 Atp2a1 ENSMUSP00000032974 0.649535854143279 0.931 FALSE FALSE -0.322 -0.161 0.161
370 Atp2a2 ENSMUSP00000136104 0.0434503873591915 0.865 FALSE FALSE -0.226 -0.113 0.113
371 Atp5a1 ENSMUSP00000155024 0.00177845818779021 0.673 FALSE FALSE -0.354 -0.177 0.177
372 Atp5b ENSMUSP00000026459 0.0110775988279729 0.807 FALSE FALSE -0.37 -0.185 0.185
373 Atp5c1 ENSMUSP00000110546 0.00633538958861578 0.774 FALSE FALSE -0.358 -0.179 0.179
374 Atp5d ENSMUSP00000101006 0.00758821134627551 0.785 FALSE FALSE 1.05 0.523 -0.523
375 Atp5f1 ENSMUSP00000113022 0.00117147856850107 0.63 FALSE FALSE -0.463 -0.231 0.231
376 Atp5h ENSMUSP00000137071 0.16151023487506 0.902 FALSE FALSE -0.132 -0.0662 0.0662
377 Atp5j ENSMUSP00000109831 0.298472872308015 0.915 FALSE FALSE -0.146 -0.0731 0.0731
378 Atp5k ENSMUSP00000051222 0.0704948054466507 0.88 FALSE FALSE -0.188 -0.0941 0.0941
379 Atp5l ENSMUSP00000047960 0.0175095318761579 0.829 FALSE FALSE -0.282 -0.141 0.141
380 Atp5md ENSMUSP00000158561 0.00409411277289174 0.744 FALSE FALSE -0.562 -0.281 0.281
381 Atp5mpl ENSMUSP00000152618 0.777046394916276 0.934 FALSE FALSE -0.0497 -0.0249 0.0249
382 Atp5o ENSMUSP00000023677 0.00440887453262897 0.75 FALSE FALSE -0.304 -0.152 0.152
383 Atp6ap1 ENSMUSP00000019231 0.000494200263277263 0.524 FALSE FALSE -1.54 -0.77 0.77
384 Atp6v0d1 ENSMUSP00000013304 0.00383366185869569 0.739 FALSE FALSE -0.873 -0.436 0.436
385 Atp6v1a ENSMUSP00000110314 0.314629031541848 0.916 FALSE FALSE -0.184 -0.092 0.092
386 Atp6v1b2 ENSMUSP00000006435 0.00453451378438255 0.752 FALSE FALSE -0.422 -0.211 0.211
387 Atp6v1c1 ENSMUSP00000155467 0.912996172722714 0.937 FALSE FALSE -0.0266 -0.0133 0.0133
388 Atp6v1d ENSMUSP00000021536 0.0911830495609505 0.887 FALSE FALSE -0.631 -0.315 0.315
389 Atp6v1e1 ENSMUSP00000019354 0.0110979040207342 0.807 FALSE FALSE -0.496 -0.248 0.248
390 Atp6v1f ENSMUSP00000004396 0.142843023835035 0.899 FALSE FALSE -0.316 -0.158 0.158
391 Atp8a1 ENSMUSP00000118379 0.347568485947847 0.918 FALSE FALSE 0.335 0.168 -0.168
392 Atpif1 ENSMUSP00000133099 0.197164703913917 0.906 FALSE FALSE 0.203 0.101 -0.101
393 Atxn2 ENSMUSP00000123784 0.363685529524276 0.919 FALSE FALSE -0.208 -0.104 0.104
394 Atxn2l ENSMUSP00000125881 0.330306285559377 0.917 FALSE FALSE 0.105 0.0523 -0.0523
395 AU022252 ENSMUSP00000115729 0.216133339168168 0.908 FALSE FALSE 0.201 0.101 -0.101
396 Auh ENSMUSP00000021913 0.000285283164352228 0.446 FALSE FALSE -0.669 -0.334 0.334
397 Azgp1 ENSMUSP00000038559 2.81670756899019e-05 0.141 FALSE FALSE -0.802 -0.401 0.401
398 B2m ENSMUSP00000099534 0.549090557718323 0.927 FALSE FALSE 0.056 0.028 -0.028
399 Baat ENSMUSP00000129603 0.000286518392414981 0.447 FALSE FALSE 0.636 0.318 -0.318
400 Babam2 ENSMUSP00000128351 0.855000880856851 0.936 FALSE FALSE -0.0289 -0.0144 0.0144
401 Bag3 ENSMUSP00000033136 4.42951648202893e-05 0.18 FALSE FALSE 0.711 0.355 -0.355
402 Baiap2 ENSMUSP00000099310 0.0289001405358767 0.85 FALSE FALSE -0.313 -0.157 0.157
403 Baiap2l1 ENSMUSP00000053129 0.0103895057802864 0.803 FALSE FALSE 0.663 0.331 -0.331
404 Baiap2l2 ENSMUSP00000127816 0.221749243986725 0.909 FALSE FALSE 1.18 0.59 -0.59
405 Banf1 ENSMUSP00000158117 0.136779976156209 0.898 FALSE FALSE 0.163 0.0813 -0.0813
406 Bbox1 ENSMUSP00000046302 0.00382957094807601 0.739 FALSE FALSE 0.651 0.326 -0.326
407 Bcap31 ENSMUSP00000002091 0.149605901294611 0.9 FALSE FALSE 0.185 0.0926 -0.0926
408 Bche ENSMUSP00000029367 7.35633355838725e-05 0.245 FALSE FALSE 1.01 0.504 -0.504
409 Bckdha ENSMUSP00000071292 0.0857914870801092 0.885 FALSE FALSE 0.234 0.117 -0.117
410 Bckdhb ENSMUSP00000140598 0.648005453436156 0.931 FALSE FALSE -0.123 -0.0614 0.0614
411 Bcl2l13 ENSMUSP00000009256 0.000401157104389828 0.495 FALSE FALSE 0.527 0.264 -0.264
412 Bclaf1 ENSMUSP00000140428 0.364097964931622 0.919 FALSE FALSE -0.141 -0.0704 0.0704
413 Bdh1 ENSMUSP00000110882 0.000502397335647817 0.526 FALSE FALSE 0.489 0.245 -0.245
414 Bgn ENSMUSP00000126768 0.96961499510589 0.939 FALSE FALSE 0.00529 0.00265 -0.00265
415 Bin1 ENSMUSP00000156976 0.0867897411202062 0.886 FALSE FALSE -2.13 -1.07 1.07
416 Blmh ENSMUSP00000021197 0.487014040213282 0.925 FALSE FALSE 0.0754 0.0377 -0.0377
417 Blvra ENSMUSP00000002064 0.372138245536404 0.92 FALSE FALSE -0.14 -0.07 0.07
418 Blvrb ENSMUSP00000043092 0.362765514868549 0.919 FALSE FALSE -0.12 -0.0601 0.0601
419 Bnip1 ENSMUSP00000015725 0.0845289320905194 0.885 FALSE FALSE 0.925 0.462 -0.462
420 Bola3 ENSMUSP00000113439 0.000299341109916221 0.453 FALSE FALSE 0.833 0.417 -0.417
421 Bpgm ENSMUSP00000047393 0.222852200621678 0.909 FALSE FALSE -0.365 -0.183 0.183
422 Bphl ENSMUSP00000046168 0.0025558456822538 0.707 FALSE FALSE -0.48 -0.24 0.24
423 Bpnt1 ENSMUSP00000027916 0.475747110328923 0.925 FALSE FALSE 0.0776 0.0388 -0.0388
424 Bsdc1 ENSMUSP00000048742 0.13574445902699 0.897 FALSE FALSE 0.676 0.338 -0.338
425 Bsg ENSMUSP00000101020 0.0006114479210093 0.552 FALSE FALSE 0.481 0.241 -0.241
426 Bst2 ENSMUSP00000051921 0.696455567757485 0.932 FALSE FALSE 0.052 0.026 -0.026
427 Btf3 ENSMUSP00000118093 0.151967378286085 0.9 FALSE FALSE -0.305 -0.153 0.153
428 Bud31 ENSMUSP00000125738 0.452189626101863 0.924 FALSE FALSE -0.246 -0.123 0.123
429 Bzw1 ENSMUSP00000051935 0.292465649428591 0.915 FALSE FALSE 0.133 0.0665 -0.0665
430 C1qbp ENSMUSP00000077612 0.0180055609379794 0.83 FALSE FALSE -0.425 -0.212 0.212
431 C2cd2 ENSMUSP00000127368 0.157910287833717 0.901 FALSE FALSE 0.433 0.216 -0.216
432 C2cd2l ENSMUSP00000149989 0.0436674767487401 0.865 FALSE FALSE 0.783 0.392 -0.392
433 C3 ENSMUSP00000024988 0.430916626839191 0.923 FALSE FALSE -0.16 -0.0802 0.0802
434 C4b ENSMUSP00000069418 0.121586848222563 0.895 FALSE FALSE 0.279 0.139 -0.139
435 Cab39 ENSMUSP00000108987 0.793031066817943 0.935 FALSE FALSE -0.0386 -0.0193 0.0193
436 Cacybp ENSMUSP00000014370 0.869251938855633 0.936 FALSE FALSE -0.0273 -0.0137 0.0137
437 Cald1 ENSMUSP00000110673 0.00275475074734324 0.713 FALSE FALSE 0.509 0.254 -0.254
438 Calm1 ENSMUSP00000105709 0.134843307057599 0.897 FALSE FALSE -0.339 -0.17 0.17
439 Calr ENSMUSP00000003912 0.000991837952159615 0.612 FALSE FALSE -0.443 -0.221 0.221
440 Cand1 ENSMUSP00000020315 0.606929573915844 0.929 FALSE FALSE -0.104 -0.0521 0.0521
441 Canx ENSMUSP00000137440 0.00955991514426318 0.799 FALSE FALSE -0.367 -0.184 0.184
442 Cap1 ENSMUSP00000101864 0.0523969612644873 0.871 FALSE FALSE 0.3 0.15 -0.15
443 Capn1 ENSMUSP00000158393 0.340879683059063 0.918 FALSE FALSE 0.168 0.0839 -0.0839
444 Capn2 ENSMUSP00000068895 0.0431522071900116 0.864 FALSE FALSE 0.413 0.206 -0.206
445 Capns1 ENSMUSP00000103831 0.0843900152695467 0.885 FALSE FALSE 0.512 0.256 -0.256
446 Caprin1 ENSMUSP00000106777 0.117077869485581 0.894 FALSE FALSE -0.263 -0.131 0.131
447 Capza1 ENSMUSP00000102381 0.310391947044694 0.916 FALSE FALSE -0.163 -0.0817 0.0817
448 Capza2 ENSMUSP00000015877 0.000427760099165842 0.504 FALSE FALSE -0.42 -0.21 0.21
449 Capzb ENSMUSP00000038011 0.886543273439256 0.937 FALSE FALSE -0.0286 -0.0143 0.0143
450 Car1 ENSMUSP00000137926 0.469746930326072 0.924 FALSE FALSE -0.207 -0.103 0.103
451 Car14 ENSMUSP00000036983 0.000326786841173464 0.466 FALSE FALSE -2.17 -1.08 1.08
452 Car2 ENSMUSP00000029078 0.0392506599879329 0.861 FALSE FALSE -0.566 -0.283 0.283
453 Car3 ENSMUSP00000029076 0.0408508627391007 0.863 FALSE FALSE -0.235 -0.118 0.118
454 Car5a ENSMUSP00000060457 0.353987266109396 0.919 FALSE FALSE -0.126 -0.0631 0.0631
455 Carhsp1 ENSMUSP00000008537 1.47381362870631e-05 0.0923 FALSE FALSE 0.748 0.374 -0.374
456 Cars ENSMUSP00000101529 0.0130972168483157 0.815 FALSE FALSE 0.863 0.431 -0.431
457 Cask ENSMUSP00000120299 0.875727130894527 0.937 FALSE FALSE -0.0274 -0.0137 0.0137
458 Casp3 ENSMUSP00000147767 0.0119867504993885 0.811 FALSE FALSE -0.681 -0.34 0.34
459 Casp8 ENSMUSP00000127375 0.0746755571880973 0.882 FALSE FALSE 0.91 0.455 -0.455
460 Cast ENSMUSP00000065275 0.723137976077884 0.933 FALSE FALSE 0.0793 0.0397 -0.0397
461 Cat ENSMUSP00000028610 0.0025484887461911 0.706 FALSE FALSE 0.358 0.179 -0.179
462 Cav1 ENSMUSP00000111116 0.340020383943635 0.918 FALSE FALSE -0.787 -0.394 0.394
463 Cavin1 ENSMUSP00000058321 0.974817607662007 0.939 FALSE FALSE 0.00601 0.003 -0.003
464 Cavin2 ENSMUSP00000055694 0.668880718891697 0.931 FALSE FALSE 0.0475 0.0238 -0.0238
465 Cbr3 ENSMUSP00000047712 0.000108249780622893 0.301 FALSE FALSE 4.87 2.43 -2.43
466 Cbr4 ENSMUSP00000034058 0.415505119353998 0.922 FALSE FALSE -0.207 -0.103 0.103
467 Cbs ENSMUSP00000113209 0.186208380310678 0.905 FALSE FALSE 0.285 0.142 -0.142
468 Cbx1 ENSMUSP00000091475 0.12577853952281 0.896 FALSE FALSE 1.17 0.585 -0.585
469 Cbx3 ENSMUSP00000110091 0.0219864928319603 0.839 FALSE FALSE -0.622 -0.311 0.311
470 Cbx5 ENSMUSP00000113158 0.157739823732186 0.901 FALSE FALSE -0.29 -0.145 0.145
471 Ccar1 ENSMUSP00000151895 0.0049824491817601 0.758 FALSE FALSE -0.66 -0.33 0.33
472 Ccar2 ENSMUSP00000036924 0.506619340254521 0.926 FALSE FALSE -0.189 -0.0945 0.0945
473 Ccdc124 ENSMUSP00000007865 0.218863400149424 0.909 FALSE FALSE 0.313 0.156 -0.156
474 Ccdc25 ENSMUSP00000022614 0.529667066800586 0.927 FALSE FALSE -0.0965 -0.0483 0.0483
475 Ccdc47 ENSMUSP00000002043 0.0852631197977831 0.885 FALSE FALSE -0.157 -0.0787 0.0787
476 Ccdc58 ENSMUSP00000097520 0.000473272610372241 0.518 FALSE FALSE -0.593 -0.297 0.297
477 Ccdc6 ENSMUSP00000123374 0.708948269110274 0.932 FALSE FALSE -0.295 -0.147 0.147
478 Ccdc90b ENSMUSP00000082090 0.0675862940451725 0.879 FALSE FALSE 1.27 0.637 -0.637
479 Ccdc93 ENSMUSP00000108240 0.0671581626702395 0.878 FALSE FALSE -0.56 -0.28 0.28
480 Ccs ENSMUSP00000158377 0.0128969958616105 0.814 FALSE FALSE -0.551 -0.276 0.276
481 Cct2 ENSMUSP00000036288 0.365887403147385 0.919 FALSE FALSE 0.0871 0.0436 -0.0436
482 Cct3 ENSMUSP00000001452 0.171364820098424 0.903 FALSE FALSE 0.135 0.0673 -0.0673
483 Cct4 ENSMUSP00000020562 0.122858931613732 0.895 FALSE FALSE 0.155 0.0774 -0.0774
484 Cct4.1 ENSMUSP00000133523 0.110705283401979 0.892 FALSE FALSE -1 -0.5 0.5
485 Cct5 ENSMUSP00000022842 0.359546627910296 0.919 FALSE FALSE 0.141 0.0703 -0.0703
486 Cct6a ENSMUSP00000158738 0.570176612446927 0.928 FALSE FALSE 0.0589 0.0294 -0.0294
487 Cct6b ENSMUSP00000021040 0.162394783393533 0.902 FALSE FALSE 0.203 0.102 -0.102
488 Cct7 ENSMUSP00000032078 0.164013356915469 0.902 FALSE FALSE 0.187 0.0934 -0.0934
489 Cct8 ENSMUSP00000026704 0.822051110762401 0.935 FALSE FALSE -0.0334 -0.0167 0.0167
490 Cd151 ENSMUSP00000147978 0.0829223856752403 0.885 FALSE FALSE 0.569 0.285 -0.285
491 Cd1d2 ENSMUSP00000039583 0.00248830111920589 0.704 FALSE FALSE -0.471 -0.236 0.236
492 Cd2ap ENSMUSP00000156812 0.676254387851613 0.931 FALSE FALSE 0.0541 0.027 -0.027
493 Cd302 ENSMUSP00000028356 0.0861501996529708 0.886 FALSE FALSE -0.393 -0.197 0.197
494 Cd38 ENSMUSP00000030964 0.687866113923449 0.932 FALSE FALSE -0.211 -0.105 0.105
495 Cd47 ENSMUSP00000155699 0.302368294934844 0.916 FALSE FALSE -1.01 -0.506 0.506
496 Cdc37 ENSMUSP00000019615 0.0285363016487074 0.849 FALSE FALSE 0.73 0.365 -0.365
497 Cdc42 ENSMUSP00000054634 0.465728879195185 0.924 FALSE FALSE 0.0787 0.0393 -0.0393
498 Cdc42bpb ENSMUSP00000042565 0.731541727131305 0.933 FALSE FALSE -0.0536 -0.0268 0.0268
499 Cdc5l ENSMUSP00000024727 0.195784344937346 0.906 FALSE FALSE -0.324 -0.162 0.162
