Protein.ID Gene.Name name ID
2220 ENSMUSP00000114164 Sf3a2 Sf3a2 ENSMUSP00000114164
2221 ENSMUSP00000030734 Sf3a3 Sf3a3 ENSMUSP00000030734
2222 ENSMUSP00000027127 Sf3b1 Sf3b1 ENSMUSP00000027127
2223 ENSMUSP00000025774 Sf3b2 Sf3b2 ENSMUSP00000025774
2224 ENSMUSP00000045073 Sf3b3 Sf3b3 ENSMUSP00000045073
2225 ENSMUSP00000075709 Sf3b4 Sf3b4 ENSMUSP00000075709
2226 ENSMUSP00000100771 Sf3b5 Sf3b5 ENSMUSP00000100771
2227 ENSMUSP00000151723 Sf3b6 Sf3b6 ENSMUSP00000151723
2228 ENSMUSP00000030623 Sfpq Sfpq ENSMUSP00000030623
2229 ENSMUSP00000021930 Sfxn1 Sfxn1 ENSMUSP00000021930
2230 ENSMUSP00000157818 Sfxn2 Sfxn2 ENSMUSP00000157818
2231 ENSMUSP00000054648 Sfxn5 Sfxn5 ENSMUSP00000054648
2232 ENSMUSP00000112468 Sgk2 Sgk2 ENSMUSP00000112468
2233 ENSMUSP00000117848 Sgpl1 Sgpl1 ENSMUSP00000117848
2234 ENSMUSP00000151345 Sgta Sgta ENSMUSP00000151345
2235 ENSMUSP00000033598 Sh3bgrl Sh3bgrl ENSMUSP00000033598
2236 ENSMUSP00000108841 Sh3bgrl2 Sh3bgrl2 ENSMUSP00000108841
2237 ENSMUSP00000030651 Sh3bgrl3 Sh3bgrl3 ENSMUSP00000030651
2238 ENSMUSP00000129800 Sh3glb1 Sh3glb1 ENSMUSP00000129800
2239 ENSMUSP00000103040 Shc1 Shc1 ENSMUSP00000103040
2240 ENSMUSP00000018744 Shmt1 Shmt1 ENSMUSP00000018744
2241 ENSMUSP00000151616 Shmt2 Shmt2 ENSMUSP00000151616
2242 ENSMUSP00000006105 Shpk Shpk ENSMUSP00000006105
2243 ENSMUSP00000041378 Shtn1 Shtn1 ENSMUSP00000041378
2244 ENSMUSP00000152740 Sirt5 Sirt5 ENSMUSP00000152740
2245 ENSMUSP00000104700 Skp1a Skp1a ENSMUSP00000104700
2246 ENSMUSP00000151555 Slc10a1 Slc10a1 ENSMUSP00000151555
2247 ENSMUSP00000045216 Slc16a1 Slc16a1 ENSMUSP00000045216
2248 ENSMUSP00000147968 Slc16a7 Slc16a7 ENSMUSP00000147968
2249 ENSMUSP00000115129 Slc1a2 Slc1a2 ENSMUSP00000115129
2250 ENSMUSP00000101537 Slc22a18 Slc22a18 ENSMUSP00000101537
2251 ENSMUSP00000123613 Slc25a1 Slc25a1 ENSMUSP00000123613
2252 ENSMUSP00000026899 Slc25a10 Slc25a10 ENSMUSP00000026899
2253 ENSMUSP00000014750 Slc25a11 Slc25a11 ENSMUSP00000014750
2254 ENSMUSP00000122103 Slc25a12 Slc25a12 ENSMUSP00000122103
2255 ENSMUSP00000139571 Slc25a13 Slc25a13 ENSMUSP00000139571
2256 ENSMUSP00000033871 Slc25a15 Slc25a15 ENSMUSP00000033871
2257 ENSMUSP00000035222 Slc25a20 Slc25a20 ENSMUSP00000035222
2258 ENSMUSP00000039289 Slc25a21 Slc25a21 ENSMUSP00000039289
2259 ENSMUSP00000120721 Slc25a22 Slc25a22 ENSMUSP00000120721
2260 ENSMUSP00000040198 Slc25a23 Slc25a23 ENSMUSP00000040198
2261 ENSMUSP00000132480 Slc25a3 Slc25a3 ENSMUSP00000132480
2262 ENSMUSP00000034049 Slc25a4 Slc25a4 ENSMUSP00000034049
2263 ENSMUSP00000105754 Slc25a42 Slc25a42 ENSMUSP00000105754
2264 ENSMUSP00000016463 Slc25a5 Slc25a5 ENSMUSP00000016463
2265 ENSMUSP00000131282 Slc26a1 Slc26a1 ENSMUSP00000131282
2266 ENSMUSP00000057595 Slc27a2 Slc27a2 ENSMUSP00000057595
2267 ENSMUSP00000078971 Slc27a4 Slc27a4 ENSMUSP00000078971
2268 ENSMUSP00000032539 Slc27a5 Slc27a5 ENSMUSP00000032539
2269 ENSMUSP00000029240 Slc2a2 Slc2a2 ENSMUSP00000029240
2270 ENSMUSP00000141850 Slc38a3 Slc38a3 ENSMUSP00000141850
2271 ENSMUSP00000155158 Slc38a4 Slc38a4 ENSMUSP00000155158
2272 ENSMUSP00000130102 Slc39a7 Slc39a7 ENSMUSP00000130102
2273 ENSMUSP00000006749 Slc4a1 Slc4a1 ENSMUSP00000006749
2274 ENSMUSP00000118413 Slc4a4 Slc4a4 ENSMUSP00000118413
2275 ENSMUSP00000021077 Slc9a3r1 Slc9a3r1 ENSMUSP00000021077
2276 ENSMUSP00000037022 Slco1a1 Slco1a1 ENSMUSP00000037022
2277 ENSMUSP00000144747 Slco1b2 Slco1b2 ENSMUSP00000144747
2278 ENSMUSP00000102701 Slco2b1 Slco2b1 ENSMUSP00000102701
2279 ENSMUSP00000076673 Slirp Slirp ENSMUSP00000076673
2280 ENSMUSP00000026043 Slk Slk ENSMUSP00000026043
2281 ENSMUSP00000123072 Slmap Slmap ENSMUSP00000123072
2282 ENSMUSP00000150324 Sltm Sltm ENSMUSP00000150324
2283 ENSMUSP00000027339 Smap1 Smap1 ENSMUSP00000027339
2284 ENSMUSP00000044361 Smarca5 Smarca5 ENSMUSP00000044361
2285 ENSMUSP00000026433 Smarcc2 Smarcc2 ENSMUSP00000026433
2286 ENSMUSP00000044645 Smc1a Smc1a ENSMUSP00000044645
2287 ENSMUSP00000025930 Smc3 Smc3 ENSMUSP00000025930
2288 ENSMUSP00000020022 Smpdl3a Smpdl3a ENSMUSP00000020022
2289 ENSMUSP00000108148 Sms Sms ENSMUSP00000108148
2290 ENSMUSP00000106339 Snap23 Snap23 ENSMUSP00000106339
2291 ENSMUSP00000023449 Snap29 Snap29 ENSMUSP00000023449
2292 ENSMUSP00000010038 Snap47 Snap47 ENSMUSP00000010038
2293 ENSMUSP00000126067 Snca Snca ENSMUSP00000126067
2294 ENSMUSP00000001460 Snd1 Snd1 ENSMUSP00000001460
2295 ENSMUSP00000099509 Snrnp200 Snrnp200 ENSMUSP00000099509
2296 ENSMUSP00000144537 Snrnp40 Snrnp40 ENSMUSP00000144537
2297 ENSMUSP00000074160 Snrnp70 Snrnp70 ENSMUSP00000074160
2298 ENSMUSP00000131897 Snrpa Snrpa ENSMUSP00000131897
2299 ENSMUSP00000117947 Snrpa1 Snrpa1 ENSMUSP00000117947
2300 ENSMUSP00000143633 Snrpb Snrpb ENSMUSP00000143633
2301 ENSMUSP00000008477 Snrpb2 Snrpb2 ENSMUSP00000008477
2302 ENSMUSP00000156747 Snrpc Snrpc ENSMUSP00000156747
2303 ENSMUSP00000157360 Snrpd1 Snrpd1 ENSMUSP00000157360
2304 ENSMUSP00000037597 Snrpd2 Snrpd2 ENSMUSP00000037597
2305 ENSMUSP00000020397 Snrpd3 Snrpd3 ENSMUSP00000020397
2306 ENSMUSP00000128400 Snrpe Snrpe ENSMUSP00000128400
2307 ENSMUSP00000020203 Snrpf Snrpf ENSMUSP00000020203
2308 ENSMUSP00000105350 Snta1 Snta1 ENSMUSP00000105350
2309 ENSMUSP00000041294 Sntb1 Sntb1 ENSMUSP00000041294
2310 ENSMUSP00000091840 Snu13 Snu13 ENSMUSP00000091840
2311 ENSMUSP00000021428 Snw1 Snw1 ENSMUSP00000021428
2312 ENSMUSP00000034946 Snx1 Snx1 ENSMUSP00000034946
2313 ENSMUSP00000113117 Snx12 Snx12 ENSMUSP00000113117
2314 ENSMUSP00000039243 Snx2 Snx2 ENSMUSP00000039243
2315 ENSMUSP00000019939 Snx3 Snx3 ENSMUSP00000019939
2316 ENSMUSP00000105657 Snx5 Snx5 ENSMUSP00000105657
2317 ENSMUSP00000151488 Snx6 Snx6 ENSMUSP00000151488
2318 ENSMUSP00000002436 Snx9 Snx9 ENSMUSP00000002436
2319 ENSMUSP00000023806 Soat2 Soat2 ENSMUSP00000023806
2320 ENSMUSP00000023707 Sod1 Sod1 ENSMUSP00000023707
2321 ENSMUSP00000007012 Sod2 Sod2 ENSMUSP00000007012
2322 ENSMUSP00000153097 Sorbs1 Sorbs1 ENSMUSP00000153097
2323 ENSMUSP00000123250 Sorbs2 Sorbs2 ENSMUSP00000123250
2324 ENSMUSP00000154195 Sorbs3 Sorbs3 ENSMUSP00000154195
2325 ENSMUSP00000106180 Sord Sord ENSMUSP00000106180
2326 ENSMUSP00000099457 Spag9 Spag9 ENSMUSP00000099457
2327 ENSMUSP00000154732 Spcs1 Spcs1 ENSMUSP00000154732
2328 ENSMUSP00000146514 Spcs2 Spcs2 ENSMUSP00000146514
2329 ENSMUSP00000136527 Spcs3 Spcs3 ENSMUSP00000136527
2330 ENSMUSP00000145412 Spr Spr ENSMUSP00000145412
2331 ENSMUSP00000053751 Sprr1a Sprr1a ENSMUSP00000053751
2332 ENSMUSP00000027817 Spta1 Spta1 ENSMUSP00000027817
2333 ENSMUSP00000092697 Sptan1 Sptan1 ENSMUSP00000092697
2334 ENSMUSP00000097797 Sptan1 Sptan1.1 ENSMUSP00000097797
2335 ENSMUSP00000021458 Sptb Sptb ENSMUSP00000021458
2336 ENSMUSP00000011877 Sptbn1 Sptbn1 ENSMUSP00000011877
2337 ENSMUSP00000099902 Sptbn1 Sptbn1.1 ENSMUSP00000099902
2338 ENSMUSP00000008991 Sptbn2 Sptbn2 ENSMUSP00000008991
2339 ENSMUSP00000106133 Sqor Sqor ENSMUSP00000106133
2340 ENSMUSP00000015981 Sqstm1 Sqstm1 ENSMUSP00000015981
2341 ENSMUSP00000006209 Sra1 Sra1 ENSMUSP00000006209
2342 ENSMUSP00000086165 Sri Sri ENSMUSP00000086165
2343 ENSMUSP00000023161 Srl Srl ENSMUSP00000023161
2344 ENSMUSP00000006611 Srm Srm ENSMUSP00000006611
2345 ENSMUSP00000009693 Srp14 Srp14 ENSMUSP00000009693
2346 ENSMUSP00000072386 Srp19 Srp19 ENSMUSP00000072386
2347 ENSMUSP00000152764 Srp54a Srp54a ENSMUSP00000152764
2348 ENSMUSP00000102033 Srp68 Srp68 ENSMUSP00000102033
2349 ENSMUSP00000098648 Srp72 Srp72 ENSMUSP00000098648
2350 ENSMUSP00000027792 Srp9 Srp9 ENSMUSP00000027792
2351 ENSMUSP00000034541 Srpr Srpr ENSMUSP00000034541
2352 ENSMUSP00000104086 Srr Srr ENSMUSP00000104086
2353 ENSMUSP00000030613 Srrm1 Srrm1 ENSMUSP00000030613
2354 ENSMUSP00000085993 Srrm2 Srrm2 ENSMUSP00000085993
2355 ENSMUSP00000142564 Srrt Srrt ENSMUSP00000142564
2356 ENSMUSP00000138980 Srsf1 Srsf1 ENSMUSP00000138980
2357 ENSMUSP00000140016 Srsf2 Srsf2 ENSMUSP00000140016
2358 ENSMUSP00000049025 Srsf3 Srsf3 ENSMUSP00000049025
2359 ENSMUSP00000131323 Srsf5 Srsf5 ENSMUSP00000131323
2360 ENSMUSP00000119065 Srsf6 Srsf6 ENSMUSP00000119065
2361 ENSMUSP00000157265 Srsf7 Srsf7 ENSMUSP00000157265
2362 ENSMUSP00000046196 Srxn1 Srxn1 ENSMUSP00000046196
2363 ENSMUSP00000130313 Ssb Ssb ENSMUSP00000130313
2364 ENSMUSP00000114082 Ssbp1 Ssbp1 ENSMUSP00000114082
2365 ENSMUSP00000021864 Ssr1 Ssr1 ENSMUSP00000021864
2366 ENSMUSP00000113831 Ssr3 Ssr3 ENSMUSP00000113831
2367 ENSMUSP00000002090 Ssr4 Ssr4 ENSMUSP00000002090
2368 ENSMUSP00000130195 St13 St13 ENSMUSP00000130195
2369 ENSMUSP00000125124 Stac3 Stac3 ENSMUSP00000125124
2370 ENSMUSP00000148114 Stard10 Stard10 ENSMUSP00000148114
2371 ENSMUSP00000074872 Stard5 Stard5 ENSMUSP00000074872
2372 ENSMUSP00000141125 Stat1 Stat1 ENSMUSP00000141125
2373 ENSMUSP00000099403 Stat3 Stat3 ENSMUSP00000099403
2374 ENSMUSP00000102981 Stat5b Stat5b ENSMUSP00000102981
2375 ENSMUSP00000042626 Stau1 Stau1 ENSMUSP00000042626
2376 ENSMUSP00000054322 Stbd1 Stbd1 ENSMUSP00000054322
2377 ENSMUSP00000121046 Steap3 Steap3 ENSMUSP00000121046
2378 ENSMUSP00000111081 Steap4 Steap4 ENSMUSP00000111081
2379 ENSMUSP00000147410 Stim1 Stim1 ENSMUSP00000147410
2380 ENSMUSP00000025918 Stip1 Stip1 ENSMUSP00000025918
2381 ENSMUSP00000078746 Stk24 Stk24 ENSMUSP00000078746
2382 ENSMUSP00000018353 Stk4 Stk4 ENSMUSP00000018353
2383 ENSMUSP00000029002 Stmn2 Stmn2 ENSMUSP00000029002
2384 ENSMUSP00000028241 Stom Stom ENSMUSP00000028241
2385 ENSMUSP00000030169 Stoml2 Stoml2 ENSMUSP00000030169
2386 ENSMUSP00000068267 Strap Strap ENSMUSP00000068267
2387 ENSMUSP00000113116 Stt3a Stt3a ENSMUSP00000113116
2388 ENSMUSP00000035010 Stt3b Stt3b ENSMUSP00000035010
2389 ENSMUSP00000030698 Stx12 Stx12 ENSMUSP00000030698
2390 ENSMUSP00000112927 Stx4a Stx4a ENSMUSP00000112927
2391 ENSMUSP00000151638 Stx7 Stx7 ENSMUSP00000151638
2392 ENSMUSP00000021285 Stx8 Stx8 ENSMUSP00000021285
2393 ENSMUSP00000099681 Stxbp3 Stxbp3 ENSMUSP00000099681
2394 ENSMUSP00000106130 Sub1 Sub1 ENSMUSP00000106130
2395 ENSMUSP00000123765 Sucla2 Sucla2 ENSMUSP00000123765
2396 ENSMUSP00000065113 Suclg1 Suclg1 ENSMUSP00000065113
2397 ENSMUSP00000144827 Suclg2 Suclg2 ENSMUSP00000144827
2398 ENSMUSP00000070759 Sugct Sugct ENSMUSP00000070759
2399 ENSMUSP00000052942 Sugt1 Sugt1 ENSMUSP00000052942
2400 ENSMUSP00000101981 Sult1a1 Sult1a1 ENSMUSP00000101981
2401 ENSMUSP00000112844 Sult1b1 Sult1b1 ENSMUSP00000112844
2402 ENSMUSP00000108940 Sult1d1 Sult1d1 ENSMUSP00000108940
2403 ENSMUSP00000031201 Sult1e1 Sult1e1 ENSMUSP00000031201
2404 ENSMUSP00000104162 Sult2a1 Sult2a1 ENSMUSP00000104162
2405 ENSMUSP00000128428 Sult2a8 Sult2a8 ENSMUSP00000128428
2406 ENSMUSP00000021084 Sumo2 Sumo2 ENSMUSP00000021084
2407 ENSMUSP00000056195 Suox Suox ENSMUSP00000056195
2408 ENSMUSP00000147164 Supt5 Supt5 ENSMUSP00000147164
2409 ENSMUSP00000141238 Surf1 Surf1 ENSMUSP00000141238
2410 ENSMUSP00000015011 Surf4 Surf4 ENSMUSP00000015011
2411 ENSMUSP00000033325 Swap70 Swap70 ENSMUSP00000033325
2412 ENSMUSP00000033723 Syap1 Syap1 ENSMUSP00000033723
2413 ENSMUSP00000134071 Syncrip Syncrip ENSMUSP00000134071
2414 ENSMUSP00000150262 Syne1 Syne1 ENSMUSP00000150262
2415 ENSMUSP00000109839 Synj2bp Synj2bp ENSMUSP00000109839
2416 ENSMUSP00000050987 Synm Synm ENSMUSP00000050987
2417 ENSMUSP00000051570 Synpo2 Synpo2 ENSMUSP00000051570
2418 ENSMUSP00000020885 Sypl Sypl ENSMUSP00000020885
2419 ENSMUSP00000002048 Taco1 Taco1 ENSMUSP00000002048
2420 ENSMUSP00000119836 Taf15 Taf15 ENSMUSP00000119836
2421 ENSMUSP00000034590 Tagln Tagln ENSMUSP00000034590
2422 ENSMUSP00000106861 Tagln2 Tagln2 ENSMUSP00000106861
2423 ENSMUSP00000026576 Taldo1 Taldo1 ENSMUSP00000026576
2424 ENSMUSP00000156200 Tango2 Tango2 ENSMUSP00000156200
2425 ENSMUSP00000136750 Taok3 Taok3 ENSMUSP00000136750
2426 ENSMUSP00000140832 Tardbp Tardbp ENSMUSP00000140832
2427 ENSMUSP00000022849 Tars Tars ENSMUSP00000022849
2428 ENSMUSP00000001720 Tat Tat ENSMUSP00000001720
2429 ENSMUSP00000153779 Tatdn1 Tatdn1 ENSMUSP00000153779
2430 ENSMUSP00000020339 Tbc1d15 Tbc1d15 ENSMUSP00000020339
2431 ENSMUSP00000038781 Tbca Tbca ENSMUSP00000038781
2432 ENSMUSP00000006254 Tbcb Tbcb ENSMUSP00000006254
2433 ENSMUSP00000121164 Tbcel Tbcel ENSMUSP00000121164
2434 ENSMUSP00000115011 Tbl2 Tbl2 ENSMUSP00000115011
2435 ENSMUSP00000120103 Tbrg4 Tbrg4 ENSMUSP00000120103
2436 ENSMUSP00000080266 Tcea1 Tcea1 ENSMUSP00000080266
2437 ENSMUSP00000025375 Tcerg1 Tcerg1 ENSMUSP00000025375
2438 ENSMUSP00000134755 Tcof1 Tcof1 ENSMUSP00000134755
2439 ENSMUSP00000116108 Tcp1 Tcp1 ENSMUSP00000116108
2440 ENSMUSP00000029645 Tdo2 Tdo2 ENSMUSP00000029645
2441 ENSMUSP00000019382 Tecr Tecr ENSMUSP00000019382
2442 ENSMUSP00000133194 Tex264 Tex264 ENSMUSP00000133194
2443 ENSMUSP00000113581 Tfam Tfam ENSMUSP00000113581
2444 ENSMUSP00000067867 Tfg Tfg ENSMUSP00000067867
2445 ENSMUSP00000142814 Tfr2 Tfr2 ENSMUSP00000142814
2446 ENSMUSP00000137642 Tgm1 Tgm1 ENSMUSP00000137642
2447 ENSMUSP00000099411 Tgm2 Tgm2 ENSMUSP00000099411
2448 ENSMUSP00000068487 Tgoln1 Tgoln1 ENSMUSP00000068487
2449 ENSMUSP00000062841 Them4 Them4 ENSMUSP00000062841
2450 ENSMUSP00000124423 Thnsl2 Thnsl2 ENSMUSP00000124423
2451 ENSMUSP00000153560 Thoc7 Thoc7 ENSMUSP00000153560
2452 ENSMUSP00000079722 Thrap3 Thrap3 ENSMUSP00000079722
2453 ENSMUSP00000042988 Thrsp Thrsp ENSMUSP00000042988
2454 ENSMUSP00000033236 Thumpd1 Thumpd1 ENSMUSP00000033236
2455 ENSMUSP00000107258 Timm10 Timm10 ENSMUSP00000107258
2456 ENSMUSP00000020440 Timm13 Timm13 ENSMUSP00000020440
2457 ENSMUSP00000003029 Timm44 Timm44 ENSMUSP00000003029
2458 ENSMUSP00000080614 Timm50 Timm50 ENSMUSP00000080614
2459 ENSMUSP00000050156 Timm8a1 Timm8a1 ENSMUSP00000050156
2460 ENSMUSP00000037514 Tiprl Tiprl ENSMUSP00000037514
2461 ENSMUSP00000032729 Tjp1 Tjp1 ENSMUSP00000032729
2462 ENSMUSP00000156605 Tjp2 Tjp2 ENSMUSP00000156605
2463 ENSMUSP00000158068 Tkfc Tkfc ENSMUSP00000158068
2464 ENSMUSP00000022529 Tkt Tkt ENSMUSP00000022529
2465 ENSMUSP00000030187 Tln1 Tln1 ENSMUSP00000030187
2466 ENSMUSP00000039633 Tln2 Tln2 ENSMUSP00000039633
2467 ENSMUSP00000025989 Tm9sf3 Tm9sf3 ENSMUSP00000025989
2468 ENSMUSP00000133026 Tma7 Tma7 ENSMUSP00000133026
2469 ENSMUSP00000125437 Tmbim6 Tmbim6 ENSMUSP00000125437
2470 ENSMUSP00000142042 Tmco1 Tmco1 ENSMUSP00000142042
2471 ENSMUSP00000037583 Tmed10 Tmed10 ENSMUSP00000037583
2472 ENSMUSP00000115169 Tmed2 Tmed2 ENSMUSP00000115169
2473 ENSMUSP00000004508 Tmed4 Tmed4 ENSMUSP00000004508
2474 ENSMUSP00000002837 Tmed5 Tmed5 ENSMUSP00000002837
2475 ENSMUSP00000105531 Tmed9 Tmed9 ENSMUSP00000105531
2476 ENSMUSP00000039529 Tmem109 Tmem109 ENSMUSP00000039529
2477 ENSMUSP00000045252 Tmem120a Tmem120a ENSMUSP00000045252
2478 ENSMUSP00000115803 Tmem126a Tmem126a ENSMUSP00000115803
2479 ENSMUSP00000042783 Tmem135 Tmem135 ENSMUSP00000042783
2480 ENSMUSP00000021790 Tmem14c Tmem14c ENSMUSP00000021790
2481 ENSMUSP00000149824 Tmem205 Tmem205 ENSMUSP00000149824
2482 ENSMUSP00000110364 Tmem214 Tmem214 ENSMUSP00000110364
2483 ENSMUSP00000114042 Tmem30a Tmem30a ENSMUSP00000114042
2484 ENSMUSP00000124766 Tmem33 Tmem33 ENSMUSP00000124766
2485 ENSMUSP00000030127 Tmem38b Tmem38b ENSMUSP00000030127
2486 ENSMUSP00000072087 Tmod3 Tmod3 ENSMUSP00000072087
2487 ENSMUSP00000089864 Tmpo Tmpo ENSMUSP00000089864
2488 ENSMUSP00000021471 Tmx1 Tmx1 ENSMUSP00000021471
2489 ENSMUSP00000107293 Tmx2 Tmx2 ENSMUSP00000107293
2490 ENSMUSP00000025515 Tmx3 Tmx3 ENSMUSP00000025515
2491 ENSMUSP00000045767 Tnks1bp1 Tnks1bp1 ENSMUSP00000045767
2492 ENSMUSP00000131991 Tnnc1 Tnnc1 ENSMUSP00000131991
2493 ENSMUSP00000099384 Tnnc2 Tnnc2 ENSMUSP00000099384
2494 ENSMUSP00000122733 Tnni2 Tnni2 ENSMUSP00000122733
2495 ENSMUSP00000125795 Tnnt1 Tnnt1 ENSMUSP00000125795
2496 ENSMUSP00000101562 Tnnt3 Tnnt3 ENSMUSP00000101562
2497 ENSMUSP00000136496 Tnpo1 Tnpo1 ENSMUSP00000136496
2498 ENSMUSP00000140094 Tns1 Tns1 ENSMUSP00000140094
2499 ENSMUSP00000127487 Tnxb Tnxb ENSMUSP00000127487
2500 ENSMUSP00000136493 Tomm20 Tomm20 ENSMUSP00000136493
2501 ENSMUSP00000104090 Tomm40 Tomm40 ENSMUSP00000104090
2502 ENSMUSP00000129186 Tomm70a Tomm70a ENSMUSP00000129186
2503 ENSMUSP00000105094 Top1 Top1 ENSMUSP00000105094
2504 ENSMUSP00000017629 Top2b Top2b ENSMUSP00000017629
2505 ENSMUSP00000126751 Tor1aip1 Tor1aip1 ENSMUSP00000126751
2506 ENSMUSP00000107387 Tor1aip2 Tor1aip2 ENSMUSP00000107387
2507 ENSMUSP00000028199 Tor1b Tor1b ENSMUSP00000028199
2508 ENSMUSP00000123147 Tpd52 Tpd52 ENSMUSP00000123147
2509 ENSMUSP00000149749 Tpd52l1 Tpd52l1 ENSMUSP00000149749
2510 ENSMUSP00000000844 Tpd52l2 Tpd52l2 ENSMUSP00000000844
2511 ENSMUSP00000130858 Tpi1 Tpi1 ENSMUSP00000130858
2512 ENSMUSP00000110291 Tpk1 Tpk1 ENSMUSP00000110291
2513 ENSMUSP00000034928 Tpm1 Tpm1 ENSMUSP00000034928
2514 ENSMUSP00000109325 Tpm1 Tpm1.1 ENSMUSP00000109325
2515 ENSMUSP00000103546 Tpm2 Tpm2 ENSMUSP00000103546
2516 ENSMUSP00000113578 Tpm3 Tpm3 ENSMUSP00000113578
2517 ENSMUSP00000113978 Tpm3 Tpm3.1 ENSMUSP00000113978
2518 ENSMUSP00000003575 Tpm4 Tpm4 ENSMUSP00000003575
2519 ENSMUSP00000021806 Tpmt Tpmt ENSMUSP00000021806
2520 ENSMUSP00000033184 Tpp1 Tpp1 ENSMUSP00000033184
2521 ENSMUSP00000139918 Tpp2 Tpp2 ENSMUSP00000139918
2522 ENSMUSP00000112606 Tpr Tpr ENSMUSP00000112606
2523 ENSMUSP00000144160 Tprkb Tprkb ENSMUSP00000144160
2524 ENSMUSP00000106519 Tpt1 Tpt1 ENSMUSP00000106519
2525 ENSMUSP00000006137 Trap1 Trap1 ENSMUSP00000006137
2526 ENSMUSP00000132009 Trappc12 Trappc12 ENSMUSP00000132009
2527 ENSMUSP00000095262 Trappc8 Trappc8 ENSMUSP00000095262
2528 ENSMUSP00000108264 Trf Trf ENSMUSP00000108264
2529 ENSMUSP00000103528 Trim25 Trim25 ENSMUSP00000103528
2530 ENSMUSP00000005705 Trim28 Trim28 ENSMUSP00000005705
2531 ENSMUSP00000101855 Trim72 Trim72 ENSMUSP00000101855
2532 ENSMUSP00000134976 Trip11 Trip11 ENSMUSP00000134976
2533 ENSMUSP00000134000 Trmt112 Trmt112 ENSMUSP00000134000
2534 ENSMUSP00000108875 Trnt1 Trnt1 ENSMUSP00000108875
2535 ENSMUSP00000042134 Tsfm Tsfm ENSMUSP00000042134
2536 ENSMUSP00000027623 Tsn Tsn ENSMUSP00000027623
2537 ENSMUSP00000108303 Tsr2 Tsr2 ENSMUSP00000108303
2538 ENSMUSP00000055743 Tst Tst ENSMUSP00000055743
2539 ENSMUSP00000155139 Tsta3 Tsta3 ENSMUSP00000155139
2540 ENSMUSP00000029915 Tstd3 Tstd3 ENSMUSP00000029915
2541 ENSMUSP00000042183 Ttc36 Ttc36 ENSMUSP00000042183
2542 ENSMUSP00000153521 Ttc37 Ttc37 ENSMUSP00000153521
2543 ENSMUSP00000114504 Ttc38 Ttc38 ENSMUSP00000114504
2544 ENSMUSP00000157255 Ttc39c Ttc39c ENSMUSP00000157255
2545 ENSMUSP00000097561 Ttn Ttn ENSMUSP00000097561
2546 ENSMUSP00000113966 Ttpa Ttpa ENSMUSP00000113966
2547 ENSMUSP00000074783 Ttr Ttr ENSMUSP00000074783
2548 ENSMUSP00000051033 Tuba1c Tuba1c ENSMUSP00000051033
2549 ENSMUSP00000140657 Tuba4a Tuba4a ENSMUSP00000140657
2550 ENSMUSP00000060246 Tubb2a Tubb2a ENSMUSP00000060246
2551 ENSMUSP00000042342 Tubb4b Tubb4b ENSMUSP00000042342
2552 ENSMUSP00000001566 Tubb5 Tubb5 ENSMUSP00000001566
2553 ENSMUSP00000095656 Tufm Tufm ENSMUSP00000095656
2554 ENSMUSP00000014321 Tvp23b Tvp23b ENSMUSP00000014321
2555 ENSMUSP00000023087 Twf1 Twf1 ENSMUSP00000023087
2556 ENSMUSP00000081285 Txlna Txlna ENSMUSP00000081285
2557 ENSMUSP00000030051 Txn1 Txn1 ENSMUSP00000030051
2558 ENSMUSP00000134682 Txn2 Txn2 ENSMUSP00000134682
2559 ENSMUSP00000030296 Txndc12 Txndc12 ENSMUSP00000030296
2560 ENSMUSP00000021158 Txndc17 Txndc17 ENSMUSP00000021158
2561 ENSMUSP00000124401 Txndc5 Txndc5 ENSMUSP00000124401
2562 ENSMUSP00000158375 Txnl1 Txnl1 ENSMUSP00000158375
2563 ENSMUSP00000152046 Txnrd1 Txnrd1 ENSMUSP00000152046
2564 ENSMUSP00000141846 Txnrd2 Txnrd2 ENSMUSP00000141846
2565 ENSMUSP00000023285 Tymp Tymp ENSMUSP00000023285
2566 ENSMUSP00000157485 U2af1 U2af1 ENSMUSP00000157485
2567 ENSMUSP00000131458 U2af2 U2af2 ENSMUSP00000131458
2568 ENSMUSP00000077482 U2surp U2surp ENSMUSP00000077482
2569 ENSMUSP00000106982 Uap1 Uap1 ENSMUSP00000106982
2570 ENSMUSP00000099989 Uap1l1 Uap1l1 ENSMUSP00000099989
2571 ENSMUSP00000086626 Uba1 Uba1 ENSMUSP00000086626
2572 ENSMUSP00000035166 Uba5 Uba5 ENSMUSP00000035166
2573 ENSMUSP00000137461 Uba52 Uba52 ENSMUSP00000137461
2574 ENSMUSP00000088424 Ubap2l Ubap2l ENSMUSP00000088424
2575 ENSMUSP00000143608 Ube2d3 Ube2d3 ENSMUSP00000143608
2576 ENSMUSP00000117588 Ube2g1 Ube2g1 ENSMUSP00000117588
2577 ENSMUSP00000134540 Ube2i Ube2i ENSMUSP00000134540
2578 ENSMUSP00000144192 Ube2k Ube2k ENSMUSP00000144192
2579 ENSMUSP00000156121 Ube2l3 Ube2l3 ENSMUSP00000156121
2580 ENSMUSP00000096932 Ube2n Ube2n ENSMUSP00000096932
2581 ENSMUSP00000053109 Ube2v1 Ube2v1 ENSMUSP00000053109
2582 ENSMUSP00000033158 Ubfd1 Ubfd1 ENSMUSP00000033158
